,0
1333,1469333.169380483
1334,1278216.1455662015
1335,109296.15542215855
1336,312267.0616042489
1337,1093312.1321429806
1338,897699.87015331
1339,916832.5884884584
1340,857154.8394163505
1341,355431.9461142997
1342,1732507.5582658772
1343,590608.6541609816
1344,366542.77473634254
1345,393906.16353928903
1346,235669.16727897702
1347,190970.90283619158
1348,642790.6709837929
1349,1831887.4819983623
1350,1823925.9522490639
1351,1097004.7825798977
1352,2874546.5652551665
1353,1336393.2877691712
1354,2975370.328349138
1355,278309.7436320454
1356,486929.5322016457
1357,870311.7274485175
1358,435718.81127889734
1359,1272239.5781045328
1360,661585.1297590024
1361,2022453.4901380374
1362,714539.9581947147
1363,250510.3147973411
1364,909600.0103410452
1365,747412.5680731119
1366,413032.5775705294
1367,327631.9931065219
1368,343823.36707773653
1369,1166464.687228935
1370,190970.90283619158
1371,2056766.8102833547
1372,760002.6681481668
1373,459690.21825283545
1374,2384007.2089726496
1375,1075480.56519747
1376,596660.1634922912
1377,1456724.7970870205
1378,1976527.0010657401
1379,855734.8601072967
1380,1118940.5884747193
1381,855747.7871572967
1382,433991.52235846873
1383,825685.8288427276
1384,1567977.5546771304
1385,146367.99451376268
1386,731192.6337963383
1387,187508.34939388908
1388,2400862.4827797273
1389,2113594.1989297094
1390,1197526.1398640187
1391,100233.97336181157
1392,1093946.145776174
1393,2170843.4393106597
1394,809970.2373371434
1395,1608170.74226491
1396,217079.84797811566
1397,166252.21637327888
1398,2656316.055156531
1399,1710441.0889187832
1400,1201994.068020658
1401,553792.606950053
1402,453557.8143460629
1403,1856145.775972088
1404,1478529.4385713444
1405,948874.882406259
1406,771800.4471432541
1407,647281.637771969
1408,1176095.4295652136
1409,1531024.5953002865
1410,960031.9948276216
1411,489758.91722542053
1412,1830372.4613648334
1413,379724.9162784896
1414,374089.9741172394
1415,1765622.0565911366
1416,299426.0742520758
1417,737110.4994061687
1418,4279149.183189754
1419,1003990.8476502683
1420,1264949.9621619494
1421,592095.6296309616
1422,265568.89511471527
1423,1003934.748138976
1424,223365.42912135602
1425,1893035.427421377
1426,1388445.2916609726
1427,3016132.9324435615
1428,592761.2750480423
1429,875967.90030364
1430,698298.9212150803
1431,820998.3784032171
1432,815042.6316168809
1433,657337.437272748
1434,1939065.8237723056
1435,671157.8490143406
1436,4608210.347125458
1437,1042309.9065023185
1438,195153.10446165834
1439,354675.2514845305
1440,1459107.4636938921
1441,752304.653794786
1442,616245.7029144809
1443,296379.0398542826
1444,190078.20327823726
1445,1353095.9194733675
1446,357753.66670272924
1447,566927.3063136694
1448,371952.2626785775
1449,484206.63468792127
1450,1037596.0664276782
1451,699621.9669180153
1452,1820020.2625087483
1453,1408156.4596657737
1454,540449.1316872432
1455,656531.2404874873
1456,1271876.3731544376
1457,1406175.3829512075
1458,1538231.6187936496
1459,1173875.3998567096
1460,2649958.446234806
1461,497241.9936610442
1462,368162.0137761563
1463,275779.7931385434
1464,358848.73863689345
1465,1240046.6281421816
1466,4051655.555458344
1467,638042.0702501576
1468,1209880.9296966253
1469,2541314.23731136
1470,1831262.2302817663
1471,422869.94708818104
1472,758813.6219040892
1473,531584.7843728946
1474,392491.76629745227
1475,593210.9814319953
1476,509364.48454332777
1477,898022.7215746637
1478,255124.27321377015
1479,1524253.9316567658
1480,807346.6843815239
1481,1041736.7121840698
1482,4634731.146835598
1483,807981.2976284986
1484,373490.77106056106
1485,1628478.8880583136
1486,766976.7373505447
1487,3963303.911069346
1488,1579424.4745463058
1489,1574256.1032661397
1490,674068.5375142137
1491,365453.47394157667
1492,7124434.628099991
1493,852196.1557411809
1494,1838677.3988196873
1495,1059312.8522798417
1496,3259608.768919307
1497,2370085.403926977
1498,649382.6527858395
1499,517774.9749841581
1500,2111705.318215175
1501,505399.70715158206
1502,1044747.1263798503
1503,2007537.5827351145
1504,139724.54812474028
1505,1451720.053171017
1506,963064.0815485165
1507,3318763.131353838
1508,2247734.5872688796
1509,539354.305710674
1510,1025733.6536266102
1511,139549.50050630287
1512,552195.0709880394
1513,569285.3638614537
1514,1194536.0616359091
1515,649351.2853658394
1516,894942.9661300987
1517,943527.8990659
1518,1117529.7744466173
1519,618404.5863663006
1520,260961.77043283652
1521,1007323.4582875037
1522,724764.078981168
1523,800192.4891102252
1524,201569.27796790845
1525,523335.05225895636
1526,349501.65652222926
1527,1754139.8114583157
1528,128839.19964380984
1529,550341.8886613032
1530,743820.6514695983
1531,412476.01919922535
1532,1384826.3049365433
1533,1760334.913371379
1534,357847.3375709875
1535,5572586.221073376
1536,997252.8514489986
1537,1589216.7872519116
1538,275765.532315902
1539,855747.7871572967
1540,636808.3294473924
1541,739973.2638590853
1542,1139986.0075978434
1543,1074970.3854467252
1544,1910098.9167495365
1545,576945.581660642
1546,920906.5519488312
1547,727017.407394836
1548,3242279.028049101
1549,176973.1493531355
1550,1233307.8286061229
1551,1563078.1059715352
1552,327877.7968944504
1553,344949.1802524092
1554,928257.9728012327
1555,464412.70184358774
1556,1312034.5750124997
1557,282127.5665844582
1558,917935.6340785093
1559,1576997.0101876468
1560,1029542.5471041662
1561,653926.9069341209
1562,1324748.7127872084
1563,1564794.6990625812
1564,429280.340770748
1565,841534.4384501878
1566,500843.0547437325
1567,837989.8350740958
1568,1966921.563947658
1569,857923.9746067617
1570,827139.2259709613
1571,1333625.5356992397
1572,805828.5669298886
1573,3075825.3611549526
1574,1046065.5844670422
1575,535513.1867808365
1576,674693.2331577053
1577,773641.8892103665
1578,676001.3163468589
1579,143347.17162781724
1580,75219.27738082755
1581,3335875.412638088
1582,125164.51074796767
1583,684783.6086150925
1584,216228.00669195835
1585,1822848.2780537135
1586,722075.831716069
1587,1795940.1319264018
1588,311320.54118057527
1589,763109.4561405734
1590,1294873.0640858577
1591,509000.6025609481
1592,1364294.239687112
1593,752300.1743223665
1594,203180.03364861885
1595,629840.8142655337
1596,2016368.963543636
1597,705935.0794137296
1598,353475.38279325556
1599,261845.5131221895
1600,867181.727791813
1601,740910.9514148681
1602,617681.3942051202
1603,993419.1951334989
1604,757962.3588482012
1605,761584.7388715553
1606,1046401.6944605669
1607,2436425.0373296184
1608,1356641.1031279105
1609,448787.4253356486
1610,425358.64425671566
1611,934749.8264278861
1612,1249410.2432346418
1613,456146.494842125
1614,1513588.5888560046
1615,2201583.746813799
1616,1572225.089798212
1617,584733.7699180044
1618,390160.1863466657
1619,943263.6093945126
1620,345195.5780779656
1621,1137913.2438094008
1622,1332171.523569772
1623,328402.44025833945
1624,665092.8529530596
1625,1075175.9214498287
1626,1152829.0773566077
1627,813293.3624138315
1628,1974864.4461817625
1629,717463.8437712821
1630,1498423.72003044
1631,492602.16684040293
1632,491528.53645109956
1633,648465.2942309276
1634,135000.09710283435
1635,1044218.2043276218
1636,221139.68193113335
1637,422328.4012266653
1638,3860071.278328337
1639,833885.9523128866
1640,979750.4106563113
1641,806942.3615922689
1642,1798027.114976574
1643,271704.77106758836
1644,2439068.5496097887
1645,631695.2398829962
1646,884097.494572845
1647,2018209.3767109143
1648,1812301.2760898275
1649,852679.3923751998
1650,900979.6830282684
1651,698456.2560938123
1652,709969.5939663247
1653,1045368.6918359959
1654,185350.93111989074
1655,881379.6883379101
1656,653762.17918723
1657,1269305.3787211075
1658,201344.5217586108
1659,223656.47129095506
1660,514045.8467406109
1661,420215.5526269157
1662,1857873.0967282115
1663,1497784.2930522384
1664,1843250.7090399473
1665,1653481.9731894035
1666,849113.8277405467
1667,792079.9003555244
1668,1100284.4658553558
1669,1304767.5811509269
1670,219365.48098432308
1671,963654.107095343
1672,1422952.2747839899
1673,759914.8401853053
1674,1620102.318803888
1675,211478.7325316137
1676,255820.12635152077
1677,858694.6472783196
1678,1064599.3953447908
1679,2597264.016561094
1680,993456.3966516899
1681,623534.0489004232
1682,1417612.2777847713
1683,1283441.918653096
1684,200870.9310026224
1685,367807.14139080135
1686,368719.9616377036
1687,646289.1272385584
1688,139678.2330356632
1689,355784.9613377982
1690,1396611.6040496263
1691,900179.6067295094
1692,598938.0220615448
1693,482919.0312005359
1694,4379794.890119711
1695,862827.6622449487
1696,115532.5206661397
1697,1187491.8579502208
1698,750542.2394204806
1699,677904.863821704
1700,159603.18915032764
1701,786490.0341083746
1702,867823.5707456009
1703,2838617.888974057
1704,253645.92994373228
1705,3254866.4770144424
1706,726221.6490632102
1707,2411759.5387789006
1708,502445.9738181212
1709,946817.3722469141
1710,787765.0024652814
1711,695634.0416695417
1712,1958366.435449543
1713,488594.0895068156
1714,182504.74218365917
1715,267986.5320162587
1716,913219.758720985
1717,534950.1583380834
1718,1368079.7444599774
1719,571925.9333476044
1720,326381.0640458141
1721,1926123.8672934587
1722,692538.9928309585
1723,1916475.596735934
1724,406199.33661382203
1725,786649.3791888504
1726,729094.3826003696
1727,376246.8083425411
1728,1286807.5109335727
1729,592409.364422204
1730,997195.7165464129
1731,1144040.9893882647
1732,1554720.7758145796
1733,1802745.2709248126
1734,403214.83240006096
1735,726499.3129363155
1736,1468429.7516567335
1737,1751772.5774903276
1738,607875.712612893
1739,972546.0768389998
1740,1509305.2335152295
1741,1373379.5240850952
1742,532774.3198404704
1743,1195161.5340983553
1744,3122908.62424066
1745,1174095.8307769957
1746,763998.555088711
1747,870147.4206314827
1748,181884.54809678244
1749,220174.6356719917
1750,962728.9472910991
1751,1152828.9903671935
1752,175623.86074172446
1753,1584948.20719437
1754,632071.3246003198
1755,1459622.7083414264
1756,177349.74738414583
1757,107354.58500505294
1758,1415828.7910974321
1759,868957.5417079736
1760,1006031.5665605131
1761,349463.2861620142
1762,904621.8282230343
1763,574544.6340297571
1764,634896.9696613435
1765,2052939.486933128
1766,1180503.778276324
1767,911139.8353222139
1768,596163.085300193
1769,359611.19823118055
1770,822558.4913209927
1771,2702679.362491704
1772,850124.6675783095
1773,2608742.2408505226
1774,381057.48871092114
1775,458194.25717227
1776,221649.70307367074
1777,1555853.1870860797
1778,1096508.4146732467
1779,645937.095528706
1780,473671.4842171127
1781,628530.5720952819
1782,440708.96622321865
1783,280271.5319947715
1784,1509528.785374092
1785,241166.47255856046
1786,868466.2865316727
1787,414790.3845958732
1788,1166256.4096428673
1789,724279.0780669446
1790,894180.7087628487
1791,1797041.5176468203
1792,579022.4463306696
1793,794196.7469753512
1794,3814211.9472169443
1795,1621643.8964174236
1796,932861.3923420578
1797,229872.1781555173
1798,1624782.03719096
1799,575933.3069427864
1800,1085730.2681242453
1801,688613.8738589111
1802,901493.7692501708
1803,1360505.5567286992
1804,937896.741239624
1805,1002802.5275436294
1806,1236472.425375398
1807,1519018.7529181582
1808,1130919.9401850894
1809,76645.17224010866
1810,460768.09981833113
1811,130666.02150077552
1812,154895.15188898589
1813,280947.10296539526
1814,638814.4869263897
1815,651499.2840902174
1816,1298390.0838529961
1817,611002.6055584225
1818,612614.7170128255
1819,861353.6549365788
1820,1529417.333865788
1821,1246289.4922175135
1822,2340472.6853073398
1823,2444691.718826082
1824,1813934.3068670558
1825,1841471.5019243904
1826,1925824.8296912697
1827,1036430.7858036656
1828,1424261.4831182226
1829,2630338.600127305
1830,401320.98306522693
1831,475639.43346481276
1832,823722.4900931813
1833,1547957.9144172345
1834,1262349.2096457386
1835,576378.0307358996
1836,1996949.8958503655
1837,788525.8087628578
1838,323349.7488609958
1839,536568.8403662491
1840,697471.285264428
1841,522201.0324431568
1842,773586.2744741449
1843,580121.5250325613
1844,443855.12081760506
1845,534827.6543453346
1846,441576.4183496458
1847,1616224.186670232
1848,369164.16089284734
1849,1001431.2097204372
1850,614770.2399161586
1851,1250381.788509181
1852,698681.8366056007
1853,817459.3435220777
1854,684887.4506666409
1855,1233537.4333326118
1856,385029.96441978915
1857,211598.67978534522
1858,971538.7522108719
1859,429485.8293088907
1860,2456154.6855492955
1861,1431072.7461462498
1862,334337.1389558613
1863,395477.22949913156
1864,1031630.4449638672
1865,455453.3245571312
1866,350862.85808585456
1867,305976.39608172316
1868,3346142.6849936503
1869,1516120.5733307695
1870,413597.58262160845
1871,769846.9331570489
1872,1973105.2294091582
1873,644570.377471079
1874,582716.342947487
1875,1116430.2730548265
1876,1641997.7977452718
1877,191828.43144429516
1878,1248301.604024307
1879,374396.17604757234
1880,589043.3889513096
1881,593272.2891587819
1882,1095920.0045470379
1883,1947583.3037826624
1884,431324.3533094866
1885,1152142.4150191348
1886,901687.6334739776
1887,269844.69218152494
1888,2011459.547403663
1889,952199.7252136836
1890,110649.77390853336
1891,412420.71795046655
1892,378785.86705676466
1893,1179748.310654455
1894,1271507.5279890788
1895,280633.0850973494
1896,394153.4975435901
1897,184933.86785464693
1898,633073.4469468847
1899,1906381.940718475
1900,3360687.2069150545
1901,749730.3937835754
1902,640207.1229039582
1903,345140.3959533645
1904,499759.2557890153
1905,2501565.8245612103
1906,489565.24001798604
1907,632807.24640835
1908,1169819.302062251
1909,700212.5697668178
1910,1348025.1318183444
1911,1493111.1201659152
1912,774341.1395002723
1913,430706.4022492339
1914,1191866.3860506085
1915,1974843.6461313458
1916,855538.1325388151
1917,898095.7250649704
1918,533048.392976601
1919,351206.3077750892
1920,986091.5149030804
1921,207145.0861731576
1922,1239956.0985872033
1923,1645135.783965212
1924,1366374.4781445337
1925,252786.77446446434
1926,973241.7201775265
1927,288205.06494315906
1928,1056145.3754780123
1929,2403896.151683219
1930,2048143.728925574
1931,647068.3087313484
1932,1084772.7382947863
1933,2437943.7573894844
1934,1435370.118811762
1935,2567120.492921467
1936,568382.5427015959
1937,1392314.0497171872
1938,1998310.3283910407
1939,254843.22838008296
1940,398159.78093232773
1941,1988825.0617636687
1942,2072411.5082349274
1943,540846.9964675587
1944,1773954.760240817
1945,3139067.544960757
1946,604255.7339839997
1947,187223.86502399057
1948,1313949.0810427438
1949,1775507.49259714
1950,859577.7575743666
1951,197174.9898510474
1952,414467.0144231023
1953,660811.9934836848
1954,595354.9114092335
1955,488348.9540671964
1956,1040631.152732548
1957,3047330.7794074365
1958,1980219.6642318026
1959,432400.528803631
1960,1171801.8778441024
1961,245845.48865574604
1962,1300226.3521826395
1963,164276.5679944848
1964,1161758.0921840803
1965,954764.6066739149
1966,1301747.0645794806
1967,979708.4310142633
1968,103921.31961712446
1969,324596.31547345436
1970,214437.98542867688
1971,377665.53691059246
1972,891705.1933019035
1973,95627.15469465838
1974,170034.82690906327
1975,187536.0106845923
1976,1505812.920997562
1977,2413186.4879054343
1978,1533650.8481020646
1979,343788.59994723223
1980,532856.7442077701
1981,590346.2673725834
1982,1126699.3324405556
1983,975341.0605879267
1984,586510.6923322903
1985,280087.3600950696
1986,260882.24359289298
1987,646529.2451322336
1988,406006.7091201322
1989,1412476.453384622
1990,1171942.4186962196
1991,1651997.7958617802
1992,847056.8320084421
1993,1180844.707718108
1994,87306.61407606497
1995,329725.78329195135
1996,1289615.499313713
1997,632489.8984472894
1998,1467427.8229003272
1999,425890.2021028119
2000,893156.9304950514
2001,941823.7295263915
2002,149580.86059768335
2003,284278.8488719328
2004,515164.21025426296
2005,195216.8998385776
2006,1484894.6913899293
2007,2406629.229816633
2008,2579376.7585681058
2009,1488302.539494993
2010,152749.5981811429
2011,570456.7502995683
2012,646554.8023561486
2013,538917.5638168465
2014,818537.9473837599
2015,2066688.6604677686
2016,856222.7147785951
2017,693430.8183482605
2018,862120.4367139105
2019,381373.8098631392
2020,348245.7617929473
2021,107896.27390041974
2022,1403750.4972618169
2023,1757133.6131106762
2024,1028994.7402713185
2025,1094630.3029074802
2026,1456231.9417520529
2027,1589103.0916659373
2028,1088380.2588528087
2029,717330.6497193486
2030,1149283.5905250008
2031,519785.7852314898
2032,645457.9448322717
2033,370715.1168719738
2034,871826.2432996044
2035,917693.2285776442
2036,969105.2604298978
2037,1193272.1050214323
2038,448900.29734438314
2039,423307.4425762413
2040,148671.04332374327
2041,1855006.1048761355
2042,1180271.0068227074
2043,3794354.939577158
2044,1661204.8505797472
2045,1363115.400501311
2046,524952.5961671988
2047,1366223.8631851813
2048,1177785.639190637
2049,2008515.525462191
2050,140881.69524084797
2051,1754925.0044966468
2052,1440442.7492424173
2053,821211.4396642735
2054,318299.2090067567
2055,1000210.1444077562
2056,1273616.9890402725
2057,986148.1769342618
2058,216757.13691469844
2059,312217.41323964193
2060,738158.584722978
2061,1048569.3118447107
2062,315786.2073729975
2063,958632.7259455483
2064,413078.9322242618
2065,1849188.4912296953
2066,1626901.8442067222
2067,2373216.5178322466
2068,1683714.5015860875
2069,3311161.958801584
2070,481104.6329980953
2071,395206.18553654396
2072,1199505.119023421
2073,708663.8678427596
2074,1135950.7024091787
2075,840159.2785837968
2076,548451.8141060101
2077,476523.4654623639
2078,167840.3241767704
2079,418316.8973196367
2080,1391905.893998054
2081,539916.5138172824
2082,1601108.836448047
2083,685849.1075753646
2084,765518.6434013189
2085,1028321.4767892478
2086,575194.5157311658
2087,822006.963311134
2088,809838.4532549985
2089,196242.71075507018
2090,157846.14550587442
2091,918058.0252997058
2092,1484904.8300952285
2093,1148755.692074182
2094,1419109.5017237035
2095,826155.6231728953
2096,830040.078283592
2097,805010.6072867701
2098,668370.5997698675
2099,672821.8138884591
2100,930009.4027870112
2101,3313642.815497703
2102,648184.8036101956
2103,580357.5559459629
2104,1391112.0705884667
2105,455283.54063392413
2106,1648373.2994082212
2107,164979.64709035258
2108,1130872.6924563486
2109,312988.67825095146
2110,182345.0064069447
2111,532855.9232593603
2112,919601.9439226084
2113,1788154.445495643
2114,1322841.6012662207
2115,1747737.1057660093
2116,1711835.9114649072
2117,2007537.5827351145
2118,2252766.975362318
2119,2079612.2927832846
2120,1679080.880257264
2121,1403273.6059236545
2122,948778.8591657806
2123,998019.7143563232
2124,383721.2091488751
2125,2460630.906388982
2126,489562.805890135
2127,2952367.857667356
2128,62494.22361576502
2129,176470.50980513162
2130,1305604.6687077195
2131,677420.4889619016
2132,558783.2249211905
2133,1341904.2928821845
2134,1538301.701670394
2135,170672.5246501342
2136,1105579.077779501
2137,675318.070335383
2138,393607.59017173736
2139,291236.3386998842
2140,523153.22810092417
2141,511221.89425118157
2142,2599322.6723817457
2143,444154.551645408
2144,1444106.10318721
2145,437346.4446278758
2146,1473609.0751434874
2147,556499.3088588908
2148,566012.2295865653
2149,377516.23517468234
2150,2150650.644081188
2151,707966.504765162
2152,802506.5309374168
2153,1336401.4430809284
2154,475386.73329391313
2155,1843108.30840637
2156,685822.4520390927
2157,899459.9051524828
2158,1421871.7369434878
2159,888649.8608398228
2160,633169.7282572667
2161,1467181.7899241464
2162,741672.7829163233
2163,1249652.0743499892
2164,693057.638168364
2165,1504768.4859978312
2166,2387368.815484306
2167,1443473.5435319701
2168,1412810.8322090982
2169,931557.3302683444
2170,1068246.6765055617
2171,99712.2735961875
2172,645001.8999127374
2173,570971.2815611244
2174,458003.0353727272
2175,2655003.494282565
2176,894879.8788231794
2177,633987.0305874739
2178,717151.9010343098
2179,695778.4600360247
2180,2470568.5359946853
2181,432547.315611033
2182,888039.5570073312
2183,619451.8421946926
2184,1736989.0624149109
2185,1155242.5501366258
2186,1185887.8528667155
2187,851231.3724923105
2188,155451.0298086234
2189,1188981.0189517771
2190,698904.1994759992
2191,515530.8666264057
2192,447895.50314165326
2193,411525.727288539
2194,946954.3928914233
2195,1272358.3444388283
2196,1415283.6347568305
2197,1981819.5831996857
2198,902655.576651295
2199,2241746.0668208445
2200,924976.9831354973
2201,1867691.5238536322
2202,188592.1573469448
2203,1143600.2324746314
2204,958773.4225946468
2205,563076.6484863897
2206,496495.7157365157
2207,1957597.8903114924
2208,327192.4268512099
2209,829656.4533679734
2210,1963762.560238663
2211,1603398.4237183456
2212,2054571.2671291374
2213,987913.8916743036
2214,1010018.9356239741
2215,1046802.2562185692
2216,876436.4614810605
2217,888289.7947345074
2218,795403.056558459
2219,639965.2201754809
2220,129881.38390953898
2221,146529.86681790298
2222,1001776.6709935766
2223,1780218.8129066504
2224,422874.12118151085
2225,596417.5096282527
2226,257463.6725278955
2227,2014788.60936012
2228,333261.4846140884
2229,1980163.0206802923
2230,2012600.7361874909
2231,833296.2729539264
2232,2402145.807111648
2233,442128.939076175
2234,1000501.5929875369
2235,1517050.6543728537
2236,1003432.3978291549
2237,1123402.1515277848
2238,1854831.5279777853
2239,1183155.1216017692
2240,3903740.84271337
2241,2611627.8207215937
2242,703973.2119232693
2243,273637.25845332333
2244,1559087.3904396791
2245,531513.4254639178
2246,837512.6330105384
2247,4075118.861122395
2248,1443473.5435319701
2249,2398984.8872568696
2250,763076.4014540911
2251,1163997.3072959634
2252,1478244.0480624302
2253,941135.9559917543
2254,1280669.1898834691
2255,3273931.353786849
2256,2408350.9648787575
2257,355548.63028669095
2258,1165361.4310334811
2259,1092089.6582785156
2260,1744347.537134496
2261,1292618.061362795
2262,1257698.4662539726
2263,866983.5230577837
2264,916375.526475592
2265,854686.9261491921
2266,720846.4984666611
2267,421002.78664672544
2268,211633.64840337896
2269,687042.8334025068
2270,240415.22928476028
2271,1421871.6455614176
2272,643960.5241399102
2273,911795.1440966907
2274,1564134.7497498859
2275,283146.19718055293
2276,1848563.4929283652
2277,193828.23624527344
2278,666292.7598286852
2279,1330162.8421642957
2280,1756669.2353627798
2281,2519788.273637878
2282,795126.4775772948
2283,1526026.2132673722
2284,444264.2577760604
2285,898142.2238766272
2286,633738.1576329696
2287,1713028.996246753
2288,2015821.9063859966
2289,655137.6963261667
2290,646755.1002119754
2291,918654.619252594
2292,244431.98644347335
2293,411763.0962171017
2294,608119.7937265943
2295,868466.2865316727
2296,1443473.5435319701
2297,538463.8973969988
2298,303015.0318292149
2299,663030.6329306513
2300,1673569.7626292985
2301,845558.5821575962
2302,488891.37522864866
2303,656022.4087339271
2304,1733881.6134627103
2305,390850.749099086
2306,368376.41487826017
2307,544345.5514144107
2308,429497.55706016376
2309,1478493.8329447324
2310,572287.94989872
2311,238693.92634982947
2312,496569.70136518835
2313,659432.9362629985
2314,1272153.78235697
2315,1396062.1342214814
2316,2299006.30241303
2317,2342777.382960786
2318,902357.3554549445
2319,99994.49553611521
2320,225814.1799791017
2321,354921.20982080227
2322,1190736.762368809
2323,140881.69524084797
2324,942439.3803566315
2325,636079.6967287649
2326,359330.2176177519
2327,814720.2541297717
2328,2432816.926434014
2329,544635.9930793872
2330,2888727.3337574755
2331,1112935.457052106
2332,857234.6249238879
2333,1317255.585916926
2334,910998.4224579552
2335,880594.2268368041
2336,1386601.3253692852
2337,1190164.2881301788
2338,857234.6249238879
2339,379112.37897034385
2340,1309939.6730128902
2341,543588.6493913612
2342,1538608.2373801211
2343,550468.7870219945
2344,1170729.0678048069
2345,190193.51917692245
2346,900702.5525878831
2347,989981.0542222499
2348,1190828.2811008322
2349,125090.81860781698
2350,2389142.314810113
2351,263731.7354798578
2352,2253784.848478696
2353,124048.4060869917
2354,1359010.592008534
2355,457880.6921734652
2356,1328684.0362526956
2357,371432.6373676142
2358,805101.5041099322
2359,238261.18471008528
2360,2798332.322849207
2361,2474275.648625451
2362,903349.5755330635
2363,600400.3814968528
2364,802329.7698861122
2365,867458.4612577973
2366,1930182.4587633607
2367,858901.1836679116
2368,1515361.3697934537
2369,1577272.0496612352
2370,919751.2811051172
2371,997329.6238330932
2372,645470.8987213871
2373,615283.4495854876
2374,988251.5300235425
2375,700212.5697668178
2376,731027.8701990866
2377,143948.5376499285
2378,1768973.6924376416
2379,667155.1301316386
2380,681997.6760965317
2381,548304.9579893497
2382,319192.8102883348
2383,1441493.7189816977
2384,479944.8470536198
2385,756825.2600268922
2386,219888.40789956844
2387,1970817.531610026
2388,1058060.4849841332
2389,938339.309744311
2390,170982.27837433733
2391,394248.5443478799
2392,2471209.7158844923
2393,1646417.5159330165
2394,243968.7536948224
2395,833199.2167729023
2396,1032419.8315965941
2397,1603275.926758252
2398,1265052.071197086
2399,1602205.0411391375
2400,948816.4274221951
2401,738086.2074115857
2402,158985.20360084585
2403,933203.0225786358
2404,1061797.5971075846
2405,230392.017570051
2406,1057757.1803666544
2407,770080.3048692521
2408,2355690.2314591194
2409,1173717.0350449227
2410,717184.1564584934
2411,522556.66363002686
2412,576311.0643224785
2413,628306.2134504546
2414,417496.17012079695
2415,533297.5592785605
2416,496241.19098962256
2417,1096259.8971747428
2418,666090.4714138404
2419,971499.5766952157
2420,450528.9321534349
2421,259800.92861959516
2422,1834379.616509567
2423,1126198.3556989734
2424,441212.6578015497
2425,1416472.3022753822
2426,1754243.845433943
2427,4106565.0440311083
2428,1616438.0428217568
2429,1257032.4307398377
2430,312210.26186737674
2431,863259.3076862206
2432,325510.75293044286
2433,1036263.8766429264
2434,416452.9062713218
2435,586661.4865405711
2436,263415.5536317814
2437,601068.5614572654
2438,1789156.9817530222
2439,1177785.639190637
2440,748665.8491082932
2441,1319949.7295980742
2442,643175.8652881586
2443,714028.6953576531
2444,1500748.0537271213
2445,595813.5216077585
2446,1771272.8089051866
2447,336762.58800812124
2448,1165343.8535784648
2449,640131.4366574626
2450,353236.3708265494
2451,1398644.6758580098
2452,1607025.2611329225
2453,1520638.9028545101
2454,859254.7597007974
2455,2565100.273108418
2456,990879.0275132701
2457,248427.9212586837
2458,718991.7835158829
2459,1658070.3009711467
2460,953641.1655437486
2461,1010295.1361392768
2462,886224.990553081
2463,117931.26188662463
2464,421099.0636870519
2465,439874.14206095756
2466,443873.1874164309
2467,389460.3344707272
2468,622925.7772641393
2469,93610.54461524874
2470,2112329.3910342376
2471,399953.95962023956
2472,1521433.5883733742
2473,260763.63675234842
2474,604372.9777283311
2475,2622563.6746793105
2476,564372.6317795404
2477,1071650.9105897425
2478,1601472.3096889798
2479,1447235.8159451482
2480,394473.79114158056
2481,527752.9857533812
2482,2010907.221954919
2483,1326381.3143134909
2484,526283.7453338401
2485,1906484.3307182644
2486,3170015.9858860956
2487,1106754.4365727566
2488,621809.8104081303
2489,866669.4643934849
2490,409668.4949804295
2491,166426.393078256
2492,614761.206549264
2493,4776943.419252816
2494,796786.376165921
2495,739519.5542775699
2496,683131.5187115119
2497,867250.6582439693
2498,992427.7279696485
2499,811725.2965005032
2500,206209.7101971907
2501,193921.35498123374
2502,755421.3927204673
2503,1230429.6909106083
2504,744987.8535154529
2505,1642751.557291002
2506,2310185.89025612
2507,1384609.221215354
2508,441364.17801014433
2509,948706.4791595355
2510,873820.8233922097
2511,979033.3150978306
2512,858219.5799790088
2513,1879195.733016349
2514,2765766.70396841
2515,2099012.7025101045
2516,253918.63230535103
2517,867845.1365407197
2518,1768427.001919696
2519,1806426.028283178
2520,1180000.9333969618
2521,234068.4531642082
2522,383645.9541248092
2523,837792.4373332815
2524,1416433.1721079282
2525,851863.3992667403
2526,638048.2635328454
2527,697518.4760938222
2528,1730222.1556715234
2529,388013.2595942287
2530,1606059.8641008527
2531,1047146.7759580489
2532,432395.9278496373
2533,1182858.2826497648
2534,727612.6534303662
2535,231843.67487907136
2536,1057435.1086543133
2537,1488557.3070745864
2538,456691.000043542
2539,1721139.81273761
2540,903918.1031287033
2541,367701.7239830772
2542,567055.9938672563
2543,2015857.7662744583
2544,840992.3343845932
2545,809434.4195068632
2546,593687.6418251849
2547,682276.7657297327
2548,1526411.7316347472
2549,894159.6802566544
2550,407674.04180854384
2551,1497364.0432612712
2552,764660.7933444578
2553,977056.320958094
2554,662696.790951186
2555,702949.6454311874
2556,279324.63964135735
2557,1635384.8258599492
2558,350402.5736225253
2559,1479882.229293493
2560,465739.9822097551
2561,235932.9485938412
2562,1416885.7038076273
2563,1412812.0391603804
2564,1669946.2086926573
2565,830787.4649959649
2566,779355.4182270451
2567,720149.3860025683
2568,882010.5579348214
2569,1229286.694842374
2570,1177690.0800162663
2571,1567638.789404965
2572,1575200.5588514386
2573,363069.1889043494
2574,1321286.1134747025
2575,402106.54886771465
2576,645258.8353909989
2577,422540.8732399184
